"stockcode","description","quantity","revenue","profit"
"84849A","HELLO SAILOR BLUE SOAP HOLDER","164","317.3000","79.325000"
"84849B","FAIRY SOAP SOAP HOLDER","265","477.1400","119.285000"
"84849D","HOT BATHS SOAP HOLDER","472","821.8200","205.455000"
"84849D","","21","0.0000","0.000000"
"84854","GIRLY PINK TOOL SET","5","24.7500","6.187500"
"84854","","-3","0.0000","0.000000"
"84856L","LARGE TAHITI BEACH BAG","2","17.8200","4.455000"
"84856L","","-27","0.0000","0.000000"
"84856S","SMALL TAHITI BEACH BAG","3","14.7900","3.697500"
"84856S","","-7","0.0000","0.000000"
"84857A","","-5","0.0000","0.000000"
"84857B","BLUE MONTE CARLO HANDBAG","22","42.9000","10.725000"
"84857B","","24","0.0000","0.000000"
"84857C","PINK MONTE CARLO HANDBAG","97","230.3800","57.595000"
"84857C","","0","0.0000","0.000000"
"84858C","PINK RIVIERA HANDBAG","186","261.6800","65.420000"
"84858C","","36","0.0000","0.000000"
"84859A","SILVER DISCO HANDBAG","129","272.9900","68.247500"
"84859B","BLUE DISCO HANDBAG","32","66.7600","16.690000"
"84859C","PINK DISCO HANDBAG","84","180.5200","45.130000"
"84859C","wet?","-153","0.0000","0.000000"
"84864A","","-2","0.0000","0.000000"
"84865","damaged","-7","0.0000","0.000000"
"84865","NEW BAROQUE BLACK PHOTO ALBUM","29","152.1100","38.027500"
"84870B","BLUE GEISHA GIRL ","43","142.3300","35.582500"
"84870C","GREEN GEISHA GIRL ","46","146.0500","36.512500"
"84872a","TEATIME FUNKY FLOWER BACKPACK FOR 2","26","282.1500","70.537500"
"84872A","TEATIME FUNKY FLOWER BACKPACK FOR 2","43","450.0800","112.520000"
"84872A","","-16","0.0000","0.000000"
"84873A","FUNKY FLOWER PICNIC BAG FOR 4","2","33.9000","8.475000"
"84873A","","5","0.0000","0.000000"
"84874B","BLUE TRAVEL FIRST AID KIT","41","67.5100","16.877500"
"84874B","","-3","0.0000","0.000000"
"84875A","","-17","0.0000","0.000000"
"84875B","GREEN SQUARE COMPACT MIRROR","131","203.5100","50.877500"
"84875D","BLUE SQUARE COMPACT MIRROR","51","63.7500","15.937500"
"84875D","found","5","0.0000","0.000000"
"84876B","found","66","0.0000","0.000000"
"84876B","GREEN HEART COMPACT MIRROR","220","318.3100","79.577500"
"84876B","","-59","0.0000","0.000000"
"84876C","","-19","0.0000","0.000000"
"84876D","BLUE HEART COMPACT MIRROR","129","221.2500","55.312500"
"84876D","damaged","-2","0.0000","0.000000"
"84877A","PINK ROUND COMPACT MIRROR","40","58.1600","14.540000"
"84877A","","-21","0.0000","0.000000"
"84877B","GREEN ROUND COMPACT MIRROR","144","210.5600","52.640000"
"84877B","","-27","0.0000","0.000000"
"84877D","?","-203","0.0000","0.000000"
"84877D","BLUE ROUND COMPACT MIRROR","97","152.1800","38.045000"
"84877D","found","1","0.0000","0.000000"
"84877D","","-1","0.0000","0.000000"
"84879","ASSORTED COLOUR BIRD ORNAMENT","36381","58959.7300","14739.932500"
"84879","damaged","-160","0.0000","0.000000"
"84880","WHITE WIRE EGG HOLDER","305","1972.6400","493.160000"
"84880","","-5","0.0000","0.000000"
"84881","BLUE WIRE SPIRAL CANDLE HOLDER","11","76.2200","19.055000"
"84881","","-11","0.0000","0.000000"
"84882","GREEN WIRE STANDING CANDLE HOLDER","38","157.3400","39.335000"
"84884a","ANT WHITE WIRE HEART SPIRAL","38","317.7200","79.430000"
"84884A","ANT WHITE WIRE HEART SPIRAL","300","1197.9600","299.490000"
"84898F","YELLOW FLOWERS FELT HANDBAG KIT","46","98.6300","24.657500"
"84898F","","-26","0.0000","0.000000"
"84899F","","-5","0.0000","0.000000"
"84905","PINK BUTTERFLY CUSHION COVER ","35","173.4800","43.370000"
"84905","","-5","0.0000","0.000000"
"84906","PINK B'FLY C/COVER W BOBBLES","12","78.1700","19.542500"
"84906","PINK BUTTERFLY CUSHION COVER","22","42.9000","10.725000"
"84906","","7","0.0000","0.000000"
"84907","PINK YELLOW PATCH CUSHION COVER","29","180.9300","45.232500"
"84907","","-3","0.0000","0.000000"
"84910A","PINK PAISLEY CUSHION COVER ","26","192.1400","48.035000"
"84910A","","-16","0.0000","0.000000"
"84912A","PINK ROSE WASHBAG","156","560.6200","140.155000"
"84912A","","72","0.0000","0.000000"
"84912B","damaged","-14","0.0000","0.000000"
"84912B","GREEN ROSE WASHBAG","324","1136.6000","284.150000"
"84912B","","-93","0.0000","0.000000"
"84913A","SOFT PINK ROSE TOWEL ","273","952.8300","238.207500"
"84913A","","-75","0.0000","0.000000"
"84913B","MINT GREEN ROSE TOWEL","196","754.0700","188.517500"
"84915","HAND TOWEL PINK FLOWER AND DAISY","217","372.3300","93.082500"
"84916","HAND TOWEL PALE BLUE W FLOWERS","223","453.3900","113.347500"
"84916","","-32","0.0000","0.000000"
"84917","WHITE HAND TOWEL WITH BUTTERFLY","184","466.3000","116.575000"
"84917","","-57","0.0000","0.000000"
"84919","BLUE CUSHION COVER WITH FLOWER","58","381.7800","95.445000"
"84919","","-17","0.0000","0.000000"
"84920","PINK FLOWER FABRIC PONY","117","453.7300","113.432500"
"84920","","-30","0.0000","0.000000"
"84921","CREAM AND PINK FLOWERS PONY ","11","41.2500","10.312500"
"84921","","-6","0.0000","0.000000"
"84922","PINK BUTTERFLY WASHBAG","9","42.2900","10.572500"
"84923","PINK BUTTERFLY HANDBAG W BOBBLES","162","671.6200","167.905000"
"84924A","WAKE UP COCKEREL CALENDAR SIGN ","81","348.5900","87.147500"
"84924F","PSYCHEDELIC METAL SIGN CALENDAR","10","7.9000","1.975000"
"84925D","LA PALMIERA WALL THERMOMETER","15","38.2500","9.562500"
"84925D","","-12","0.0000","0.000000"
"84925F","PSYCHEDELIC WALL THERMOMETER","80","112.4800","28.120000"
"84925F","","15","0.0000","0.000000"
"84926A","WAKE UP COCKEREL TILE COASTER","604","210.5200","52.630000"
"84926D","LA PALMIERA TILE COASTER","709","276.5300","69.132500"
"84926E","FLOWERS TILE COASTER","992","334.7600","83.690000"
"84926F","PSYCHEDELIC TILE COASTER","406","188.2600","47.065000"
"84927A","WAKE UP COCKEREL TILE HOOK","49","70.0600","17.515000"
"84927A","","-7","0.0000","0.000000"
"84927D","LA PALMIERA TILE HOOK","46","48.0500","12.012500"
"84927D","","-1","0.0000","0.000000"
"84927E","FLOWERS TILE HOOK","57","75.9600","18.990000"
"84927E","","-2","0.0000","0.000000"
"84927F","PSYCHEDELIC TILE HOOK","294","181.0000","45.250000"
"84929","ASSTD FRUIT+FLOWERS FRIDGE MAGNETS","2105","469.0700","117.267500"
"84929","code mix up? 84930","-967","0.0000","0.000000"
"84929","found","600","0.0000","0.000000"
"84931A","PINK SCOTTIE DOG W FLOWER PATTERN","135","322.5400","80.635000"
"84931B","BLUE SCOTTIE DOG W FLOWER PATTERN","177","424.0800","106.020000"
"84944","found","37","0.0000","0.000000"
"84944","michel oops","22","0.0000","0.000000"
"84944","SET OF 6 KASHMIR FOLKART BAUBLES","653","1026.2100","256.552500"
"84944","","133","0.0000","0.000000"
"84945","MULTI COLOUR SILVER T-LIGHT HOLDER","10454","8657.1700","2164.292500"
"84946","ANTIQUE SILVER T-LIGHT GLASS","14372","19062.4100","4765.602500"
"84946","ANTIQUE SILVER TEA GLASS ETCHED","4539","6454.2600","1613.565000"
"84947","ANTIQUE SILVER TEA GLASS ENGRAVED","8674","10258.9800","2564.745000"
"84949","SILVER HANGING T-LIGHT HOLDER","4538","7230.0900","1807.522500"
"84950","ASSORTED COLOUR T-LIGHT HOLDER","3621","2298.7300","574.682500"
"84951A","SET OF 4 PISTACHIO LOVEBIRD COASTER","452","534.8400","133.710000"
"84951B","SET OF 4 BLACK LOVEBIRD COASTERS","451","554.7800","138.695000"
"84952A","CLEAR LOVE BIRD T-LIGHT HOLDER","92","264.4700","66.117500"
"84952B","BLACK LOVE BIRD T-LIGHT HOLDER","183","320.8900","80.222500"
"84952C","MIRROR LOVE BIRD T-LIGHT HOLDER","144","255.0000","63.750000"
"84952C","","-19","0.0000","0.000000"
"84963A","PINK PAINTED KASHMIRI CHAIR","4","171.8000","42.950000"
"84963B","BLUE PAINTED KASHMIRI CHAIR","3","149.8500","37.462500"
"84964B","","-1","0.0000","0.000000"
"84966A","","-17","0.0000","0.000000"
"84966B","","-11","0.0000","0.000000"
"84967A","","-2","0.0000","0.000000"
"84967B","","-1","0.0000","0.000000"
"84968a","SET OF 16 VINTAGE ROSE CUTLERY","5","125.3300","31.332500"
"84968A","SET OF 16 VINTAGE ROSE CUTLERY","257","3011.8000","752.950000"
"84968B","SET OF 16 VINTAGE IVORY CUTLERY","2","25.5000","6.375000"
"84968B","","-19","0.0000","0.000000"
"84968C","SET OF 16 VINTAGE PISTACHIO CUTLERY","313","3534.9900","883.747500"
"84968d","SET OF 16 VINTAGE RED CUTLERY","3","74.8800","18.720000"
"84968D","SET OF 16 VINTAGE RED CUTLERY","156","1648.7200","412.180000"
"84968e","SET OF 16 VINTAGE BLACK CUTLERY","8","200.2100","50.052500"
"84968E","check","-35","0.0000","0.000000"
"84968E","SET OF 16 VINTAGE BLACK CUTLERY","134","1522.5300","380.632500"
"84968f","SET OF 16 VINTAGE SKY BLUE CUTLERY","1","25.4900","6.372500"
"84968F","check","-20","0.0000","0.000000"
"84968F","SET OF 16 VINTAGE SKY BLUE CUTLERY","177","1905.6800","476.420000"
"84969","BOX OF 6 ASSORTED COLOUR TEASPOONS","557","2381.0200","595.255000"
"84969","check","-50","0.0000","0.000000"
"84970l","SINGLE HEART ZINC T-LIGHT HOLDER","201","418.9800","104.745000"
"84970L","SINGLE HEART ZINC T-LIGHT HOLDER","6053","6401.3700","1600.342500"
"84970s","HANGING HEART ZINC T-LIGHT HOLDER","238","496.4900","124.122500"
"84970S","HANGING HEART ZINC T-LIGHT HOLDER","8880","7652.2100","1913.052500"
"84971l","LARGE HEART FLOWERS HOOK   ","2","4.9200","1.230000"
"84971L","","2","0.0000","0.000000"
"84971S","SMALL HEART FLOWERS HOOK ","1785","1560.8500","390.212500"
"84974","S/2 ZINC HEART DESIGN PLANTERS","40","398.0000","99.500000"
"84975","HEART SHAPED MIRROR","5","8.4500","2.112500"
"84975","","-1","0.0000","0.000000"
"84976","RECTANGULAR SHAPED MIRROR","498","435.0900","108.772500"
"84976","","-66","0.0000","0.000000"
"84977","WIRE FLOWER T-LIGHT HOLDER","1","1.2500","0.312500"
"84977","","3","0.0000","0.000000"
"84978","HANGING HEART JAR T-LIGHT HOLDER","12337","16270.9400","4067.735000"
"84984A","GREEN PEONY CUSHION COVER","19","88.3500","22.087500"
"84984B","RED PEONY CUSHION COVER ","17","79.0500","19.762500"
"84984D","ORIENTAL RED CUSHION COVER ","13","60.4500","15.112500"
"84985A","SET OF 72 GREEN PAPER DOILIES","37","53.6500","13.412500"
"84987","SET OF 36 TEATIME PAPER DOILIES","3038","4452.3200","1113.080000"
"84988","?","3000","0.0000","0.000000"
"84988","SET OF 72 PINK HEART PAPER DOILIES","4299","6653.8500","1663.462500"
"84989a","75 GREEN FAIRY CAKE CASES","42","87.5100","21.877500"
"84989A","75 GREEN FAIRY CAKE CASES","28","15.4000","3.850000"
"84989A","","0","0.0000","0.000000"
"84990","60 GOLD AND SILVER FAIRY CAKE CASES","2","1.1000","0.275000"
"84990","","-22","0.0000","0.000000"
"84991","60 TEATIME FAIRY CAKE CASES","18040","9088.0200","2272.005000"
"84992","72 SWEETHEART FAIRY CAKE CASES","13230","6493.1900","1623.297500"
"84993a","75 GREEN PETIT FOUR CASES","32","26.5600","6.640000"
"84993A","75 GREEN PETIT FOUR CASES","343","159.6900","39.922500"
"84993B","75 BLACK PETIT FOUR CASES","58","24.3600","6.090000"
"84993B","","-54","0.0000","0.000000"
"84997a","CHILDRENS CUTLERY POLKADOT GREEN ","101","837.2900","209.322500"
"84997a","GREEN 3 PIECE POLKADOT CUTLERY SET","5","41.4500","10.362500"
"84997A","CHILDRENS CUTLERY POLKADOT GREEN ","1715","6814.4700","1703.617500"
"84997A","GREEN 3 PIECE POLKADOT CUTLERY SET","845","3069.4600","767.365000"
"84997b","CHILDRENS CUTLERY RETROSPOT RED ","273","2287.3700","571.842500"
"84997b","RED 3 PIECE RETROSPOT CUTLERY SET","91","765.5500","191.387500"
"84997B","CHILDRENS CUTLERY RETROSPOT RED ","2628","10294.3600","2573.590000"
"84997B","RED 3 PIECE RETROSPOT CUTLERY SET","1552","5624.1100","1406.027500"
"84997c","BLUE 3 PIECE POLKADOT CUTLERY SET","19","158.2300","39.557500"
"84997c","CHILDRENS CUTLERY POLKADOT BLUE","265","2216.2100","554.052500"
"84997C","?","-741","0.0000","0.000000"
"84997C","BLUE 3 PIECE POLKADOT CUTLERY SET","1201","4346.2700","1086.567500"
"84997C","CHILDRENS CUTLERY POLKADOT BLUE","2577","10132.0100","2533.002500"
"84997d","CHILDRENS CUTLERY POLKADOT PINK","285","2372.3300","593.082500"
"84997d","PINK 3 PIECE POLKADOT CUTLERY SET","34","285.4600","71.365000"
"84997D","CHILDRENS CUTLERY POLKADOT PINK","3664","14486.9400","3621.735000"
"84997D","PINK 3 PIECE POLKADOT CUTLERY SET","1412","5140.8100","1285.202500"
"85006","SET 4 NURSERY DES ROUND BOXES","55","57.2500","14.312500"
"85006","","-21","0.0000","0.000000"
"85008","SET OF 3 CONEY ISLAND OVAL BOXES","13","66.1200","16.530000"
"85008","","-16","0.0000","0.000000"
"85014a","BLACK/BLUE POLKADOT UMBRELLA","18","225.3200","56.330000"
"85014A","BLACK/BLUE POLKADOT UMBRELLA","1158","6648.9700","1662.242500"
"85014b","RED RETROSPOT UMBRELLA","25","313.0600","78.265000"
"85014B","RED RETROSPOT UMBRELLA","1913","10970.0500","2742.512500"
"85015","SET OF 12  VINTAGE POSTCARD SET","2182","1719.8400","429.960000"
"85016","SET OF 6 VINTAGE NOTELETS KIT","563","560.1100","140.027500"
"85016","","-41","0.0000","0.000000"
"85017A","ENVELOPE 50 ROMANTIC IMAGES","16","13.5800","3.395000"
"85017A","","-20","0.0000","0.000000"
"85017B","ENVELOPE 50 BLOSSOM IMAGES","1065","590.0900","147.522500"
"85017B","","-199","0.0000","0.000000"
"85017C","adjustment","1","0.0000","0.000000"
"85017C","ENVELOPE 50 CURIOUS IMAGES","50","27.0200","6.755000"
"85017C","Found","13","0.0000","0.000000"
"85018B","","-2","0.0000","0.000000"
"85018C","","3","0.0000","0.000000"
"85018D","YULETIDE IMAGES S/6 PAPER BOXES","12","30.6000","7.650000"
"85019A","ROMANTIC IMAGES NOTEBOOK SET","414","564.3500","141.087500"
"85019B","BLOSSOM  IMAGES NOTEBOOK SET","512","682.9700","170.742500"
"85019B","check","15","0.0000","0.000000"
"85019C","CURIOUS  IMAGES NOTEBOOK SET","170","219.7200","54.930000"
"85019C","Damaged","-108","0.0000","0.000000"
"85020","ROUND PINK HEART MIRROR","85","188.8100","47.202500"
"85023B","EAU DE NILE JEWELLED PHOTOFRAME","32","81.6000","20.400000"
"85023C","PINK LARGE JEWELED PHOTOFRAME","-1","-2.5500","-0.637500"
"85024B","EAU DE NILE JEWELLED PHOTOFRAME","193","289.6500","72.412500"
"85024C","PINK SMALL JEWELLED PHOTOFRAME","11","18.1500","4.537500"
"85025B","EAU DE NILE HEART SHAPE PHOTO FRAME","330","556.7700","139.192500"
"85025C","barcode problem","-230","0.0000","0.000000"
"85025C","PINK HEART SHAPE PHOTO FRAME","321","520.9100","130.227500"
"85025C","","144","0.0000","0.000000"
"85026B","EAU DE NILE JEWELLED T-LIGHT HOLDER","79","70.2700","17.567500"
"85027L","FRENCH CHATEAU LARGE PLATTER ","65","150.7500","37.687500"
"85027L","","8","0.0000","0.000000"
"85028L","FRENCH CHATEAU LARGE FRUIT BOWL ","10","19.5000","4.875000"
"85028L","","9","0.0000","0.000000"
"85028S","FRENCH CHATEAU SMALL FRUITBOWL","24","51.6000","12.900000"
"85028S","","23","0.0000","0.000000"
"85030","FRENCH CHATEAU OVAL PLATTER","15","29.2500","7.312500"
"85030","","-9","0.0000","0.000000"
"85031A","ROMANTIC IMAGES SCRAP BOOK SET","16","45.9000","11.475000"
"85031B","BLOSSOM IMAGES SCRAP BOOK SET","1","4.9500","1.237500"
"85031C","CURIOUS IMAGES SCRAP BOOK SET","3","14.8500","3.712500"
"85031C","","-1","0.0000","0.000000"
"85032A","ROMANTIC IMAGES GIFT WRAP SET","790","777.1400","194.285000"
"85032B","BLOSSOM IMAGES GIFT WRAP SET","798","747.7900","186.947500"
"85032C","CURIOUS IMAGES GIFT WRAP SET","673","712.0400","178.010000"
"85032D","damaged","-1","0.0000","0.000000"
"85032D","YULETIDE IMAGES GIFT WRAP SET","675","553.5400","138.385000"
"85032D","","171","0.0000","0.000000"
"85034a","3 GARDENIA MORRIS BOXED CANDLES","3","24.8700","6.217500"
"85034A","3 GARDENIA MORRIS BOXED CANDLES","494","894.4000","223.600000"
"85034A","check","24","0.0000","0.000000"
"85034A","damaged","-81","0.0000","0.000000"
"85034b","3 WHITE CHOC MORRIS BOXED CANDLES","1","8.2900","2.072500"
"85034B","3 WHITE CHOC MORRIS BOXED CANDLES","949","1633.7800","408.445000"
"85034C","3 ROSE MORRIS BOXED CANDLES","1113","1732.0000","433.000000"
"85035a","GARDENIA 3 WICK MORRIS BOXED CANDLE","2","16.9400","4.235000"
"85035A","CHECK","-59","0.0000","0.000000"
"85035A","GARDENIA 3 WICK MORRIS BOXED CANDLE","273","769.5500","192.387500"
"85035b","CHOCOLATE 3 WICK MORRIS BOX CANDLE","1","8.4700","2.117500"
"85035B","check","-36","0.0000","0.000000"
"85035B","CHOCOLATE 3 WICK MORRIS BOX CANDLE","620","1058.3500","264.587500"
"85035c","ROSE 3 WICK MORRIS BOX CANDLE","1","8.4700","2.117500"
"85035C","check","-24","0.0000","0.000000"
"85035C","ROSE 3 WICK MORRIS BOX CANDLE","1152","1779.4100","444.852500"
"85036a","GARDENIA 1 WICK MORRIS BOXED CANDLE","2","16.5800","4.145000"
"85036A","GARDENIA 1 WICK MORRIS BOXED CANDLE","222","758.1000","189.525000"
"85036A","","-82","0.0000","0.000000"
"85036b","CHOCOLATE 1 WICK MORRIS BOX CANDLE","1","8.4700","2.117500"
"85036B","check","-23","0.0000","0.000000"
"85036B","CHOCOLATE 1 WICK MORRIS BOX CANDLE","363","583.9300","145.982500"
"85036B","damages wax","-1284","0.0000","0.000000"
"85036C","check","-4","0.0000","0.000000"
"85036C","damages wax","-1560","0.0000","0.000000"
"85036C","ROSE 1 WICK MORRIS BOXED CANDLE","565","872.6100","218.152500"
"85038","6 CHOCOLATE LOVE HEART T-LIGHTS","1065","2179.6600","544.915000"
"85039a","SET/4 RED MINI ROSE CANDLE IN BOWL","40","131.8100","32.952500"
"85039A","SET/4 RED MINI ROSE CANDLE IN BOWL","705","1012.2700","253.067500"
"85039B","S/4 IVORY MINI ROSE CANDLE IN BOWL","806","1174.6300","293.657500"
"85039C","S/4 BLACK MINI ROSE CANDLE IN BOWL","304","264.1200","66.030000"
"85040a","S/4 PINK FLOWER CANDLES IN BOWL","32","105.2800","26.320000"
"85040A","S/4 PINK FLOWER CANDLES IN BOWL","873","1582.5700","395.642500"
"85040B","SET/4 BLUE FLOWER CANDLES IN BOWL","133","222.8700","55.717500"
"85040B","","-1","0.0000","0.000000"
"85042","ANTIQUE LILY FAIRY LIGHTS","-3","-14.8500","-3.712500"
"85044","","1","0.0000","0.000000"
"85045","GREEN CHRISTMAS TREE STRING 20LIGHT","38","171.3000","42.825000"
"85045","","22","0.0000","0.000000"
"85047","WHITE BEADED GARLAND STRING 20LIGHT","0","0.8000","0.200000"
"85048","15CM CHRISTMAS GLASS BALL 20 LIGHTS","1318","10602.6600","2650.665000"
"85049a","TRADITIONAL CHRISTMAS RIBBONS","244","812.8400","203.210000"
"85049A","TRADITIONAL CHRISTMAS RIBBONS","2993","3832.3600","958.090000"
"85049b","LUSH GREENS RIBBONS","2","4.9200","1.230000"
"85049B","Amazon","1","0.0000","0.000000"
"85049B","LUSH GREENS RIBBONS","54","67.5000","16.875000"
"85049B","","4","0.0000","0.000000"
"85049c","ROMANTIC PINKS RIBBONS ","1","2.4600","0.615000"
"85049C","ROMANTIC PINKS RIBBONS ","1217","1518.1900","379.547500"
"85049d","BRIGHT BLUES RIBBONS ","2","4.9200","1.230000"
"85049D","?","-100","0.0000","0.000000"
"85049D","BRIGHT BLUES RIBBONS ","549","697.4900","174.372500"
"85049D","","-26","0.0000","0.000000"
"85049e","SCANDINAVIAN REDS RIBBONS","109","360.7100","90.177500"
"85049E","SCANDINAVIAN REDS RIBBONS","2851","3772.3600","943.090000"
"85049F","BABY BOOM RIBBONS ","378","477.3400","119.335000"
"85049F","","-130","0.0000","0.000000"
"85049g","CHOCOLATE BOX RIBBONS ","113","276.4200","69.105000"
"85049G","CHOCOLATE BOX RIBBONS ","1601","1990.4400","497.610000"
"85049H","URBAN BLACK RIBBONS ","849","870.3500","217.587500"
"85053","FRENCH ENAMEL CANDLEHOLDER","1673","3609.1300","902.282500"
"85054","check","-39","0.0000","0.000000"
"85054","found","27","0.0000","0.000000"
"85054","FRENCH ENAMEL POT W LID","585","1428.1300","357.032500"
"85055","FRENCH ENAMEL UTENSIL HOLDER","45","183.7100","45.927500"
"85059","FRENCH ENAMEL WATER BASIN","403","1250.6100","312.652500"
"85060","","-4","0.0000","0.000000"
"85061W","WHITE JEWELLED HEART DECORATION","2157","1891.5000","472.875000"
"85061W","","-391","0.0000","0.000000"
"85062","PEARL CRYSTAL PUMPKIN T-LIGHT HLDR","1470","2442.7000","610.675000"
"85063","CREAM SWEETHEART MAGAZINE RACK","-3","-46.8500","-11.712500"
"85064","CREAM SWEETHEART LETTER RACK","214","966.9500","241.737500"
"85064","","-13","0.0000","0.000000"
"85065","CREAM SWEETHEART TRAYS","-1","-12.7500","-3.187500"
"85066","CREAM SWEETHEART MINI CHEST","1751","22248.1500","5562.037500"
"85067","CREAM SWEETHEART WALL CABINET","7","126.6500","31.662500"
"85067","","-9","0.0000","0.000000"
"85068","CREAM SWEETHEART SHELF + HOOKS","-1","-7.9500","-1.987500"
"85068","","-4","0.0000","0.000000"
"85071A","BLUE CHARLIE+LOLA PERSONAL DOORSIGN","889","134.8300","33.707500"
"85071B","RED CHARLIE+LOLA PERSONAL DOORSIGN","1299","683.0100","170.752500"
"85071C","CHARLIE+LOLAEXTREMELY BUSY SIGN","683","428.0000","107.000000"
"85071D","CHARLIE+LOLA MY ROOM DOOR SIGN","403","249.4900","62.372500"
"85078","missing","-840","0.0000","0.000000"
"85078","SCANDINAVIAN 3 HEARTS NAPKIN RING","1932","696.8000","174.200000"
"85084","HOLLY TOP CHRISTMAS STOCKING","20","17.0000","4.250000"
"85084","","20","0.0000","0.000000"
"85086A","CANDY SPOT HEART DECORATION","146","122.0800","30.520000"
"85086A","","-30","0.0000","0.000000"
"85087","CANDY SPOT CUSHION COVER","338","1127.0400","281.760000"
"85087","","-16","0.0000","0.000000"
"85088","CANDY SPOT HAND BAG","257","530.6300","132.657500"
"85089","CANDY SPOT BUNNY","14","41.3000","10.325000"
"85092","CANDY SPOT TEA COSY","27","40.0500","10.012500"
"85092","","-9","0.0000","0.000000"
"85093","CANDY SPOT EGG WARMER HARE","708","475.1800","118.795000"
"85094","CANDY SPOT EGG WARMER RABBIT","641","242.3200","60.580000"
"85095","THREE CANVAS LUGGAGE TAGS","150","243.4900","60.872500"
"85096","HILDA CANDY SPOT RABBIT","25","109.2300","27.307500"
"85096","label mix up","-59","0.0000","0.000000"
"85096","","48","0.0000","0.000000"
"85098B","BLUE FLYING SINGING CANARY","-1","-3.7500","-0.937500"
"85098B","","-5","0.0000","0.000000"
"85099B","JUMBO BAG RED RETROSPOT","47363","92356.0300","23089.007500"
"85099C","JUMBO  BAG BAROQUE BLACK WHITE","13641","27581.3200","6895.330000"
"85099f","JUMBO BAG STRAWBERRY","46","232.0600","58.015000"
"85099F","JUMBO BAG STRAWBERRY","17026","32121.9800","8030.495000"
"85099F","","-991","0.0000","0.000000"
"85103","SILVER T-LIGHT SETTING","106","704.1400","176.035000"
"85103","stock creditted wrongly","-32","0.0000","0.000000"
"85104","????damages????","-355","0.0000","0.000000"
"85104","SILVER GLASS T-LIGHT SET","198","516.9000","129.225000"
"85106","CUT GLASS HEXAGON T-LIGHT HOLDER","651","1147.4100","286.852500"
"85106","","-542","0.0000","0.000000"
"85107","check?","374","0.0000","0.000000"
"85107","CUT GLASS T-LIGHT HOLDER OCTAGON","251","546.4900","136.622500"
"85107","","65","0.0000","0.000000"
"85109","PINK BOUDOIR T-LIGHT HOLDER","12","10.2000","2.550000"
"85110","","-1","0.0000","0.000000"
"85111","check","-117","0.0000","0.000000"
"85111","SILVER GLITTER FLOWER VOTIVE HOLDER","1421","441.0700","110.267500"
"85114a","BLACK ENCHANTED FOREST PLACEMAT","49","161.7000","40.425000"
"85114A","BLACK ENCHANTED FOREST PLACEMAT","649","1105.2100","276.302500"
"85114b","IVORY ENCHANTED FOREST PLACEMAT","36","118.8600","29.715000"
"85114B","IVORY ENCHANTED FOREST PLACEMAT","476","900.8400","225.210000"
"85114c","RED ENCHANTED FOREST PLACEMAT","162","534.6600","133.665000"
"85114C","RED ENCHANTED FOREST PLACEMAT","516","920.2200","230.055000"
"85115B","S/4 BLACK DISCO PARTITION PANEL","3","24.8700","6.217500"
"85116","BLACK CANDELABRA T-LIGHT HOLDER","911","1043.8800","260.970000"
"85118","HEART T-LIGHT HOLDER","133","128.2700","32.067500"
"85118","","-41","0.0000","0.000000"
"85119","WATERING CAN SINGLE HOOK PISTACHIO","1","3.3600","0.840000"
"85119","","-1","0.0000","0.000000"
"85123a","WHITE HANGING HEART T-LIGHT HOLDER","292","1952.4800","488.120000"
"85123A","?","4000","0.0000","0.000000"
"85123A","CREAM HANGING HEART T-LIGHT HOLDER","61","178.5100","44.627500"
"85123A","WHITE HANGING HEART T-LIGHT HOLDER","35025","97715.9900","24428.997500"
"85123A","wrongly marked carton 22804","-256","0.0000","0.000000"
"85124B","BLUE JUICY FRUIT PHOTO FRAME","87","248.7600","62.190000"
"85124C","GREEN JUICY FRUIT PHOTO FRAME","94","261.8900","65.472500"
"85124C","","-8","0.0000","0.000000"
"85125","check","-64","0.0000","0.000000"
"85125","SMALL ROUND CUT GLASS CANDLESTICK","163","770.2900","192.572500"
"85125","","3","0.0000","0.000000"
"85126","LARGE ROUND CUTGLASS CANDLESTICK","1","20.3900","5.097500"
"85126","","-3","0.0000","0.000000"
"85127","found","6","0.0000","0.000000"
"85127","SMALL SQUARE CUT GLASS CANDLESTICK","182","1081.7900","270.447500"
"85127","","-6","0.0000","0.000000"
"85129B","BEADED CRYSTAL HEART GREEN SMALL","119","168.5900","42.147500"
"85129C","BEADED CRYSTAL HEART BLUE SMALL","80","107.3100","26.827500"
"85129D","BEADED CRYSTAL HEART PINK SMALL","208","343.9900","85.997500"
"85130A","BEADED PEARL HEART WHITE LARGE","77","127.0500","31.762500"
"85130A","","-23","0.0000","0.000000"
"85130B","BEADED CRYSTAL HEART GREEN LARGE","834","760.4300","190.107500"
"85130C","BEADED CRYSTAL HEART BLUE  LARGE","483","438.8700","109.717500"
"85130D","BEADED CRYSTAL HEART PINK LARGE","565","569.2900","142.322500"
"85131A","BEADED PEARL HEART WHITE ON STICK","983","890.2100","222.552500"
"85131B","BEADED CRYSTAL HEART GREEN ON STICK","623","521.1100","130.277500"
"85131C","BEADED CRYSTAL HEART BLUE ON STICK","193","178.8500","44.712500"
"85131D","BEADED CRYSTAL HEART PINK ON STICK","850","725.2600","181.315000"
"85132a","CHARLIE + LOLA BISCUITS TINS","8","92.2000","23.050000"
