stockcode,description,quantity,revenue,profit,inventorydays,status
84406B,?,-450,0.0,0.0,-9.733333333333333,Normal
84406B,CREAM CUPID HEARTS COAT HANGER,1974,7494.82,1873.705,2.2188449848024314,Normal
84406B,incorrectly made-thrown away.,-64,0.0,0.0,-68.4375,Normal
84406B,,-38,0.0,0.0,-115.26315789473685,Normal
84415A,PINK FLOCK SUEDE CUSHION COVER ,12,15.0,3.75,365.0,Low
84415A,,-11,0.0,0.0,-398.1818181818182,Normal
84415B,BLUE FLOCK CUSHION COVER ,8,20.0,5.0,547.5,Low
84415B,,-9,0.0,0.0,-486.6666666666667,Normal
84422,Dagamed,-30,0.0,0.0,-146.0,Normal
84422,PINK/BLUE DISC/MIRROR STRING,518,225.45,56.3625,8.455598455598457,Normal
84424A,,-1,0.0,0.0,-4380.0,Normal
84429A,MEDIUM PINK BUDDHA HEAD ,55,185.45,46.3625,79.63636363636364,Low
84452,METAL RABBIT LADDER EASTER ,70,59.5,14.875,62.57142857142858,Low
84452,,65,0.0,0.0,67.38461538461539,Low
84455,,-31,0.0,0.0,-141.29032258064515,Normal
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,127,113.41,28.3525,34.48818897637795,Normal
84459A,PINK METAL CHICKEN HEART ,657,970.27,242.5675,6.666666666666667,Normal
84459B,YELLOW METAL CHICKEN HEART ,721,1079.67,269.9175,6.074895977808599,Normal
84459B,,10,0.0,0.0,438.0,Low
84461,12 PINK HEN+CHICKS IN BASKET,35,89.25,22.3125,125.14285714285715,Low
84462,3 PINK HEN+CHICKS IN BASKET,12,15.0,3.75,365.0,Low
84465,15 PINK FLUFFY CHICKS IN BOX,10,29.5,7.375,438.0,Low
84465,,-6,0.0,0.0,-730.0,Normal
84466,TOP SECRET PEN SET,46,57.5,14.375,95.21739130434783,Low
84466,,-1,0.0,0.0,-4380.0,Normal
84482,,-5,0.0,0.0,-876.0,Normal
84497,BUTTONS AND STRIPES NOTEBOOK ,13,48.75,12.1875,336.92307692307696,Low
84497,,79,0.0,0.0,55.44303797468355,Low
84499,BLACK FLOWER CANDLE PLATE,7,5.95,1.4875,625.7142857142857,Low
84499,,-10,0.0,0.0,-438.0,Normal
84507B,STRIPES DESIGN MONKEY DOLL,39,118.73,29.6825,112.3076923076923,Low
84507B,,20,0.0,0.0,219.0,Low
84507C,adjustment,4,0.0,0.0,1095.0,Low
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,59,157.88,39.47,74.23728813559322,Low
84508A,CAMOUFLAGE DESIGN TEDDY,1630,3445.5,861.375,2.687116564417178,Normal
84508A,check,-39,0.0,0.0,-112.3076923076923,Normal
84508B,STRIPES DESIGN TEDDY,51,130.05,32.5125,85.88235294117646,Low
84508B,,-23,0.0,0.0,-190.43478260869566,Normal
84508C,BLUE CIRCLES DESIGN TEDDY,57,157.5,39.375,76.84210526315789,Low
84508C,check,-21,0.0,0.0,-208.57142857142858,Normal
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,104,775.84,193.96,42.11538461538462,Normal
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,887,3383.53,845.8825,4.937993235625704,Normal
84509b,SET OF 4 FAIRY CAKE PLACEMATS,5,37.3,9.325,876.0,Low
84509B,SET OF 4 FAIRY CAKE PLACEMATS,217,806.04,201.51,20.184331797235025,Normal
84509c,SET OF 4 POLKADOT PLACEMATS ,43,322.22,80.555,101.86046511627906,Low
84509C,SET OF 4 POLKADOT PLACEMATS ,131,502.69,125.6725,33.4351145038168,Normal
84509E,SET OF 4 CAROUSEL PLACEMATS ,91,183.45,45.8625,48.13186813186813,Normal
84509F,,-1,0.0,0.0,-4380.0,Normal
84509g,SET OF 4 FAIRY CAKE PLACEMATS ,2,14.92,3.73,2190.0,Low
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,517,950.49,237.6225,8.471953578336556,Normal
84510a,SET OF 4 ENGLISH ROSE COASTERS,53,130.48,32.62,82.64150943396226,Low
84510A,SET OF 4 ENGLISH ROSE COASTERS,1200,1635.32,408.83,3.65,Normal
84510c,SET OF 4 POLKADOT COASTERS,40,98.7,24.675,109.5,Low
84510C,SET OF 4 POLKADOT COASTERS,134,213.83,53.4575,32.68656716417911,Normal
84510e,SET OF 4 GREEN CAROUSEL COASTERS,1,2.46,0.615,4380.0,Low
84510E,SET OF 4 GREEN CAROUSEL COASTERS,34,48.29,12.0725,128.8235294117647,Low
84519A,TOMATO CHARLIE+LOLA COASTER SET,512,905.55,226.3875,8.5546875,Normal
84519B,CARROT CHARLIE+LOLA COASTER SET,472,774.55,193.6375,9.279661016949152,Normal
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,554,508.37,127.0925,7.906137184115524,Normal
84520B,,-61,0.0,0.0,-71.8032786885246,Normal
84522,PINK PARTY SUNGLASSES,20,36.76,9.19,219.0,Low
84522,,-30,0.0,0.0,-146.0,Normal
84526,,-1,0.0,0.0,-4380.0,Normal
84527,FLAMES SUNGLASSES PINK LENSES,52,95.1,23.775,84.23076923076924,Low
84531A,PINK KNITTED EGG COSY,147,76.69,19.1725,29.79591836734694,Normal
84531A,returned,2,0.0,0.0,2190.0,Low
84531A,,-34,0.0,0.0,-128.8235294117647,Normal
84531B,BLUE KNITTED EGG COSY,156,87.56,21.89,28.076923076923077,Normal
84531B,returned,2,0.0,0.0,2190.0,Low
84531B,,-23,0.0,0.0,-190.43478260869566,Normal
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,2,3.32,0.83,2190.0,Low
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,53,50.72,12.68,82.64150943396226,Low
84534B,,-77,0.0,0.0,-56.883116883116884,Normal
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,399,186.56,46.64,10.977443609022556,Normal
84535A,,399,0.0,0.0,10.977443609022556,Normal
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1253,788.45,197.1125,3.49561053471668,Normal
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,14,11.06,2.765,312.85714285714283,Low
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,3106,1396.46,349.115,1.4101738570508693,Normal
84536b,FAIRY CAKES NOTEBOOK A7 SIZE,5,4.05,1.0125,876.0,Low
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2054,867.98,216.995,2.132424537487829,Normal
84539,KNITTED RABBIT DOLL ,26,42.9,10.725,168.46153846153848,Low
84539,,6,0.0,0.0,730.0,Low
84546,,-45,0.0,0.0,-97.33333333333333,Normal
84548,CROCHET BEAR RED/BLUE  KEYRING,22,36.3,9.075,199.0909090909091,Low
84548,,-58,0.0,0.0,-75.51724137931035,Normal
84549,CROCHET WHITE RABBIT KEYRING ,38,69.38,17.345,115.26315789473685,Low
84550,CROCHET LILAC/RED BEAR KEYRING,1,1.65,0.4125,4380.0,Low
84551,CROCHET DOG KEYRING,13,21.45,5.3625,336.92307692307696,Low
84558a,3D DOG PICTURE PLAYING CARDS,5,29.31,7.3275,876.0,Low
84558A,3D DOG PICTURE PLAYING CARDS,336,996.26,249.065,13.035714285714286,Normal
84559a,3D SHEET OF DOG STICKERS,29,48.38,12.095,151.0344827586207,Low
84559A,3D SHEET OF DOG STICKERS,397,375.61,93.9025,11.032745591939547,Normal
84559b,3D SHEET OF CAT STICKERS,23,38.33,9.5825,190.43478260869566,Low
84559B,3D SHEET OF CAT STICKERS,233,213.89,53.4725,18.798283261802574,Normal
84559B,,-158,0.0,0.0,-27.721518987341774,Normal
84559D,,-7,0.0,0.0,-625.7142857142857,Normal
84562A,PINK/WHITE RIBBED MELAMINE JUG,3,23.85,5.9625,1460.0,Low
84562A,,-2,0.0,0.0,-2190.0,Normal
84563A,damaged,-4,0.0,0.0,-1095.0,Normal
84563A,PINK & WHITE BREAKFAST TRAY,96,369.84,92.46,45.625,Normal
84563A,,-10,0.0,0.0,-438.0,Normal
84563B,BLUE & WHITE BREAKFAST TRAY,98,358.1,89.525,44.693877551020414,Normal
84563B,damaged,-11,0.0,0.0,-398.1818181818182,Normal
84568,GIRLS ALPHABET IRON ON PATCHES ,13882,2923.13,730.7825,0.31551649618210637,Normal
84569A,PACK 3 IRON ON DOG PATCHES,294,355.84,88.96,14.89795918367347,Normal
84569A,,-18,0.0,0.0,-243.33333333333334,Normal
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,86,119.65,29.9125,50.93023255813953,Low
84569B,,-37,0.0,0.0,-118.37837837837837,Normal
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1,1.25,0.3125,4380.0,Low
84569C,,-37,0.0,0.0,-118.37837837837837,Normal
84569D,PACK 6 HEART/ICE-CREAM PATCHES,468,561.87,140.4675,9.35897435897436,Normal
84569D,,-70,0.0,0.0,-62.57142857142858,Normal
84575A,PINK DOG CANNISTER,13,33.35,8.3375,336.92307692307696,Low
84576,BLUE CAT BISCUIT BARREL PINK HEART,66,148.32,37.08,66.36363636363636,Low
84576,damaged,-3,0.0,0.0,-1460.0,Normal
84576,,-10,0.0,0.0,-438.0,Normal
84580,MOUSE TOY WITH PINK T-SHIRT,390,1486.18,371.545,11.23076923076923,Normal
84581,check,-41,0.0,0.0,-106.82926829268293,Normal
84581,DOG TOY WITH PINK CROCHET SKIRT,189,717.21,179.3025,23.174603174603174,Normal
84581,,-2,0.0,0.0,-2190.0,Normal
84584,?,-50,0.0,0.0,-87.6,Normal
84584,PINK GINGHAM CAT WITH SCARF,144,314.51,78.6275,30.416666666666668,Normal
84584,,-3,0.0,0.0,-1460.0,Normal
84592,CROCHET ROSE PURSE WITH SUEDE BACK,76,241.24,60.31,57.631578947368425,Low
84593,CROCHET ROSE DES CLOTHES HANGER,5,14.75,3.6875,876.0,Low
84593,,-5,0.0,0.0,-876.0,Normal
84595E,LARGE TORTILLA DESIGN RED BOWL,77,151.39,37.8475,56.883116883116884,Low
84595E,,10,0.0,0.0,438.0,Low
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,7,17.57,4.3925,625.7142857142857,Low
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,5062,2563.8,640.95,0.8652706440142237,Normal
84596e,SMALL LICORICE DES PINK BOWL,10,25.1,6.275,438.0,Low
84596E,SMALL LICORICE DES PINK BOWL,565,412.1,103.025,7.752212389380531,Normal
84596E,,-148,0.0,0.0,-29.594594594594593,Normal
84596f,SMALL MARSHMALLOWS PINK BOWL,16,39.36,9.84,273.75,Low
84596F,SMALL MARSHMALLOWS PINK BOWL,3732,1945.28,486.32,1.1736334405144695,Normal
84596g,SMALL CHOCOLATES PINK BOWL,3,7.38,1.845,1460.0,Low
84596G,??,-365,0.0,0.0,-12.0,Normal
84596G,SMALL CHOCOLATES PINK BOWL,1857,949.92,237.48,2.358642972536349,Normal
84596G,,288,0.0,0.0,15.208333333333334,Normal
84596J,MIXED NUTS LIGHT GREEN BOWL,568,296.45,74.1125,7.711267605633802,Normal
84596J,,67,0.0,0.0,65.37313432835822,Low
84596l,BISCUITS SMALL BOWL LIGHT BLUE,1,2.46,0.615,4380.0,Low
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1255,629.8,157.45,3.49003984063745,Normal
84596L,,-21,0.0,0.0,-208.57142857142858,Normal
84597B,damages,-6,0.0,0.0,-730.0,Normal
84597B,RETRO BROWN BALL ASHTRAY ,41,51.25,12.8125,106.82926829268293,Low
84597B,,-13,0.0,0.0,-336.92307692307696,Normal
84597C,RETRO PINK BALL ASHTRAY ,46,57.5,14.375,95.21739130434783,Low
84597C,,-18,0.0,0.0,-243.33333333333334,Normal
84598,BOYS ALPHABET IRON ON PATCHES,1687,485.56,121.39,2.596324836988737,Normal
84598,check,-3000,0.0,0.0,-1.46,Normal
84600,NEW BAROQUE JEWELLERY BOX ,52,438.94,109.735,84.23076923076924,Low
84609,damages,-29,0.0,0.0,-151.0344827586207,Normal
84609,TALL ROCOCO CANDLE HOLDER,91,753.59,188.3975,48.13186813186813,Normal
84611B,thrown away,-1430,0.0,0.0,-3.062937062937063,Normal
84611B,,1287,0.0,0.0,3.403263403263403,Normal
84612B,thrown away,-162,0.0,0.0,-27.037037037037038,Normal
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,6,27.9,6.975,730.0,Low
84613A,thrown away,-230,0.0,0.0,-19.043478260869563,Normal
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,1,4.65,1.1625,4380.0,Low
84613C,,-173,0.0,0.0,-25.31791907514451,Normal
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2,11.9,2.975,2190.0,Low
84614A,thrown away,-390,0.0,0.0,-11.23076923076923,Normal
84616,SILVER ROCCOCO CHANDELIER,11,414.47,103.6175,398.1818181818182,Low
84617,NEW BAROQUE BLACK BOXES,3,38.25,9.5625,1460.0,Low
84620,BLUE GINGHAM ROSE CUSHION COVER,2,11.9,2.975,2190.0,Low
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,458,582.18,145.545,9.563318777292578,Normal
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,400,494.76,123.69,10.95,Normal
84625C,,-32,0.0,0.0,-136.875,Normal
84629,WHITE 3 FRAME BIRDS AND TREE ,19,145.05,36.2625,230.5263157894737,Low
84629,,-2,0.0,0.0,-2190.0,Normal
84631,FRUIT TREE AND BIRDS WALL PLAQUE,38,324.68,81.17,115.26315789473685,Low
84631,,-32,0.0,0.0,-136.875,Normal
84632,DECORATIVE HANGING SHELVING UNIT,5,299.75,74.9375,876.0,Low
84637,KITCHEN FLOWER POTS WALL PLAQUE,116,619.59,154.8975,37.758620689655174,Normal
84638,SMALL KITCHEN FLOWER POTS PLAQUE,50,331.5,82.875,87.6,Low
84638,,-18,0.0,0.0,-243.33333333333334,Normal
84658,WHITE STITCHED CUSHION COVER,59,426.13,106.5325,74.23728813559322,Low
84659A,check,19,0.0,0.0,230.5263157894737,Low
84659A,WHITE TRAVEL ALARM CLOCK,279,673.72,168.43,15.698924731182796,Normal
84660a,WHITE STITCHED WALL CLOCK,4,29.84,7.46,1095.0,Low
84660A,damaged,-15,0.0,0.0,-292.0,Normal
84660A,WHITE STITCHED WALL CLOCK,841,778.91,194.7275,5.208085612366231,Normal
84660A,,7,0.0,0.0,625.7142857142857,Low
84660b,BLACK STITCHED WALL CLOCK,2,15.08,3.77,2190.0,Low
84660B,BLACK STITCHED WALL CLOCK,709,734.86,183.715,6.1777150916784205,Normal
84660c,PINK STITCHED WALL CLOCK,18,134.92,33.73,243.33333333333334,Low
84660C,PINK STITCHED WALL CLOCK,661,693.32,173.33,6.626323751891074,Normal
84660C,,-20,0.0,0.0,-219.0,Normal
84661a,WHITE SQUARE TABLE CLOCK,1,4.96,1.24,4380.0,Low
84661A,WHITE SQUARE TABLE CLOCK,104,167.79,41.9475,42.11538461538462,Normal
84661b,BLACK SQUARE TABLE CLOCK,1,4.96,1.24,4380.0,Low
84661B,BLACK SQUARE TABLE CLOCK,115,300.24,75.06,38.086956521739125,Normal
84661C,PINK SQUARE TABLE CLOCK,71,104.84,26.21,61.69014084507042,Low
84663A,GRASS HOPPER WOODEN WALL CLOCK ,267,365.01,91.2525,16.40449438202247,Normal
84663A,,22,0.0,0.0,199.0909090909091,Low
84664,,-1,0.0,0.0,-4380.0,Normal
84665,SQUARE CHERRY BLOSSOM CABINET,85,505.75,126.4375,51.529411764705884,Low
84665,water damaged,-15,0.0,0.0,-292.0,Normal
84666,SQUARE CHERRY BLOSSOM CABINET,24,94.8,23.7,182.5,Low
84666,,-5,0.0,0.0,-876.0,Normal
84670,,23,0.0,0.0,190.43478260869566,Low
84673A,PINK FLY SWAT,92,63.72,15.93,47.608695652173914,Normal
84673B,BLUE FLY SWAT,179,156.63,39.1575,24.46927374301676,Normal
84674,FLYING PIG WATERING CAN,190,458.1,114.525,23.052631578947366,Normal
84675,FROG KING WATERING CAN,9,26.55,6.6375,486.6666666666667,Low
84675,,2,0.0,0.0,2190.0,Low
84678,CLASSICAL ROSE SMALL VASE,139,241.99,60.4975,31.510791366906474,Normal
84678,,-33,0.0,0.0,-132.72727272727272,Normal
84679,CLASSICAL ROSE TABLE LAMP,6,55.7,13.925,730.0,Low
84683,CLASSICAL ROSE CANDLESTAND,194,162.2,40.55,22.577319587628864,Normal
84683,,-8,0.0,0.0,-547.5,Normal
84685,BEACH HUT KEY CABINET,33,173.58,43.395,132.72727272727272,Low
84685,,14,0.0,0.0,312.85714285714283,Low
84686,BEACH HUT MIRROR,49,66.39,16.5975,89.38775510204083,Low
84686,,34,0.0,0.0,128.8235294117647,Low
84687,BEACH HUT SHELF W 3 DRAWERS,77,480.63,120.1575,56.883116883116884,Low
84688,BEACH HUT DESIGN BLACKBOARD,28,147.82,36.955,156.42857142857142,Low
84688,,27,0.0,0.0,162.22222222222223,Low
84689,S/2 BEACH HUT TREASURE CHESTS,3,9.95,2.4875,1460.0,Low
84689,,5,0.0,0.0,876.0,Low
84691,PACK 20 DOLLY PEGS,242,174.5,43.625,18.09917355371901,Normal
84691,,2,0.0,0.0,2190.0,Low
84692,BOX OF 24 COCKTAIL PARASOLS,7884,4316.46,1079.115,0.5555555555555556,Normal
84705C,PINK FLOCK PHOTO FRAME ,12,15.0,3.75,365.0,Low
84706D,CHERRY BLOSSOM TABLE CLOCK ,8,29.6,7.4,547.5,Low
84706D,,-5,0.0,0.0,-876.0,Normal
84706F,RED PEONY TABLE CLOCK,16,47.2,11.8,273.75,Low
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,95,695.23,173.8075,46.10526315789473,Normal
84707B,PINK JEWELLED MIRROR TRINKET TRAY,34,210.55,52.6375,128.8235294117647,Low
84708B,PINK JEWELLED PHOTO FRAME ,62,326.35,81.5875,70.64516129032258,Low
84708B,,-5,0.0,0.0,-876.0,Normal
84709B,PINK OVAL JEWELLED MIRROR,20,119.0,29.75,219.0,Low
84709B,,6,0.0,0.0,730.0,Low
84711A,SILVER OVAL SHAPE TRINKET BOX,25,221.8,55.45,175.2,Low
84711B,PINK OVAL SHAPE TRINKET BOX,20,186.64,46.66,219.0,Low
84712B,PINK JEWELLED PHOTO FRAME,30,231.56,57.89,146.0,Low
84715,SET OF 6 ICE CREAM SKITTLES,16,47.2,11.8,273.75,Low
84715,,-3,0.0,0.0,-1460.0,Normal
84723,CHERRY BLOSSOM CANVAS ART PICTURE,41,97.95,24.4875,106.82926829268293,Low
84725,FREESTYLE CANVAS ART PICTURE,41,39.65,9.9125,106.82926829268293,Low
84725,,-8,0.0,0.0,-547.5,Normal
84726,,-14,0.0,0.0,-312.85714285714283,Normal
84731,3 BIRDS CANVAS SCREEN,2,2.04,0.51,2190.0,Low
84732B,CUTE BIRD CEATURE SCREEN,22,8.58,2.145,199.0909090909091,Low
84732D,CUTE RABBIT CEATURE SCREEN ,11,4.29,1.0725,398.1818181818182,Low
84741C,CITRUS GARLAND FELT FLOWERS ,60,117.0,29.25,73.0,Low
84741C,,6,0.0,0.0,730.0,Low
84743C,damages,-26,0.0,0.0,-168.46153846153848,Normal
84743C,ORANGE FELT VASE + FLOWERS,1,1.25,0.3125,4380.0,Low
84743C,,-16,0.0,0.0,-273.75,Normal
84744,S/6 SEW ON CROCHET FLOWERS,110,140.02,35.005,39.81818181818182,Normal
84745A,PINK HANGING GINGHAM EASTER HEN,32,13.44,3.36,136.875,Low
84745B,BLUE HANGING GINGHAM EASTER HEN,32,13.44,3.36,136.875,Low
84746,PINK EASTER HENS+FLOWER,14,38.31,9.5775,312.85714285714283,Low
84746,,67,0.0,0.0,65.37313432835822,Low
84748,FOLK FELT HANGING MULTICOL GARLAND,208,585.86,146.465,21.05769230769231,Normal
84748,,-52,0.0,0.0,-84.23076923076924,Normal
84750A,PINK SMALL GLASS CAKE STAND,-3,-5.85,-1.4625,-1460.0,Normal
84750A,,-10,0.0,0.0,-438.0,Normal
84750B,BLACK SMALL GLASS CAKE STAND,60,54.6,13.65,73.0,Low
84750B,,-4,0.0,0.0,-1095.0,Normal
84751B,BLACK MEDIUM GLASS CAKE STAND,18,37.9,9.475,243.33333333333334,Low
84751B,,-24,0.0,0.0,-182.5,Normal
84754,S/15 SILVER GLASS BAUBLES IN BAG,414,572.88,143.22,10.579710144927537,Normal
84754,,-242,0.0,0.0,-18.09917355371901,Normal
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16380,10473.4,2618.35,0.2673992673992674,Normal
84760S,SMALL HANGING GLASS+ZINC LANTERN,43,62.35,15.5875,101.86046511627906,Low
84760S,,2,0.0,0.0,2190.0,Low
84761,,-11,0.0,0.0,-398.1818181818182,Normal
84763,Display,-150,0.0,0.0,-29.2,Normal
84763,ZINC FINISH 15CM PLANTER POTS,601,748.34,187.085,7.287853577371048,Normal
84763,,-5,0.0,0.0,-876.0,Normal
84766,SILVER ROCOCO CANDLE STICK,131,303.45,75.8625,33.4351145038168,Normal
84766,,-37,0.0,0.0,-118.37837837837837,Normal
84773,RED ROSE AND LACE C/COVER,3,8.85,2.2125,1460.0,Low
84773,,3,0.0,0.0,1460.0,Low
84789,ENCHANTED BIRD PLANT CAGE,187,644.47,161.1175,23.422459893048128,Normal
84789,,-1,0.0,0.0,-4380.0,Normal
84792,ENCHANTED BIRD COATHANGER 5 HOOK,805,3864.28,966.07,5.440993788819876,Normal
84795b,SUNSET CHECK HAMMOCK,16,266.78,66.695,273.75,Low
84795B,SUNSET CHECK HAMMOCK,176,1390.64,347.66,24.886363636363637,Normal
84795C,OCEAN STRIPE HAMMOCK ,2,15.9,3.975,2190.0,Low
84795C,,3,0.0,0.0,1460.0,Low
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,17,141.11,35.2775,257.6470588235294,Low
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,61,568.13,142.0325,71.8032786885246,Low
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,256,2393.59,598.3975,17.109375,Normal
84796B,,15,0.0,0.0,292.0,Low
84797B,,-2,0.0,0.0,-2190.0,Normal
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,11,28.05,7.0125,398.1818181818182,Low
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,7,17.85,4.4625,625.7142857142857,Low
84798B,,-109,0.0,0.0,-40.183486238532105,Normal
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,164,125.32,31.33,26.70731707317073,Normal
84799,,-346,0.0,0.0,-12.658959537572255,Normal
84800L,LARGE WHITE/PINK ROSE ART FLOWER,336,598.8,149.7,13.035714285714286,Normal
84800L,wet damaged,-144,0.0,0.0,-30.416666666666668,Normal
84800L,,-29,0.0,0.0,-151.0344827586207,Normal
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,124,169.24,42.31,35.32258064516129,Normal
84800M,,-124,0.0,0.0,-35.32258064516129,Normal
84800S,SMALL WHITE/PINK ROSE ART FLOWER,111,125.07,31.2675,39.45945945945946,Normal
84801A,check,-102,0.0,0.0,-42.94117647058823,Normal
84801A,PINK HYDRANGEA ART FLOWER,46,96.6,24.15,95.21739130434783,Low
84801A,wet damaged,-48,0.0,0.0,-91.25,Normal
84801B,WHITE HYDRANGEA ART FLOWER,22,46.2,11.55,199.0909090909091,Low
84801B,,-44,0.0,0.0,-99.54545454545455,Normal
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,2,3.38,0.845,2190.0,Low
84802A,,2,0.0,0.0,2190.0,Low
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,4,6.76,1.69,1095.0,Low
84802B,,-125,0.0,0.0,-35.04,Normal
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,3,5.07,1.2675,1460.0,Low
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,14,23.66,5.915,312.85714285714283,Low
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,70,180.58,45.145,62.57142857142858,Low
84804A,wet damaged,-125,0.0,0.0,-35.04,Normal
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,99,188.37,47.0925,44.24242424242424,Normal
84804B,,-96,0.0,0.0,-45.625,Normal
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,32,60.0,15.0,136.875,Low
84805A,wet damaged,-96,0.0,0.0,-45.625,Normal
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,38,52.5,13.125,115.26315789473685,Low
84805B,wet damaged,-96,0.0,0.0,-45.625,Normal
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,137,96.89,24.2225,31.97080291970803,Normal
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,308,411.56,102.89,14.220779220779221,Normal
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,53,111.3,27.825,82.64150943396226,Low
84809A,,-126,0.0,0.0,-34.76190476190476,Normal
84809B,damaged,-324,0.0,0.0,-13.518518518518519,Normal
84809B,PINK CHRYSANTHEMUMS ART FLOWER,18,37.8,9.45,243.33333333333334,Low
84813,SET OF 4 DIAMOND NAPKIN RINGS,165,1389.84,347.46,26.545454545454547,Normal
84816,damages,-21,0.0,0.0,-208.57142857142858,Normal
84816,DANISH ROSE BEDSIDE CABINET,7,279.65,69.9125,625.7142857142857,Low
84817,DANISH ROSE DECORATIVE PLATE,914,632.94,158.235,4.792122538293216,Normal
84818,damages,-70,0.0,0.0,-62.57142857142858,Normal
84818,DANISH ROSE PHOTO FRAME,1329,1360.15,340.0375,3.295711060948081,Normal
84819,DANISH ROSE ROUND SEWING BOX,807,934.79,233.6975,5.4275092936802976,Normal
84820,DANISH ROSE TRINKET TRAYS,257,460.83,115.2075,17.042801556420233,Normal
84821,DANISH ROSE DELUXE COASTER,935,407.15,101.7875,4.684491978609626,Normal
84823,DANISH ROSE FOLDING CHAIR,112,890.4,222.6,39.107142857142854,Normal
84823,,-2,0.0,0.0,-2190.0,Normal
84824,DANISH ROSE UMBRELLA STAND,2,31.9,7.975,2190.0,Low
84826,ASSTD DESIGN 3D PAPER STICKERS,13645,340.93,85.2325,0.3209967020886772,Normal
84827,ASS DES PHONE SPONGE CRAFT STICKER,511,154.39,38.5975,8.571428571428571,Normal
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,141,199.99,49.9975,31.06382978723404,Normal
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,938,1311.37,327.8425,4.6695095948827285,Normal
84832,ZINC WILLIE WINKIE  CANDLE STICK,2923,2703.35,675.8375,1.4984604858022579,Normal
84836,ZINC METAL HEART DECORATION,5909,7383.07,1845.7675,0.741242172956507,Normal
84839,SWEETHEART KEY CABINET,-1,-5.55,-1.3875,-4380.0,Normal
84840,SWEETHEART CARRY-ALL BASKET,4,59.44,14.86,1095.0,Low
84840,,-6,0.0,0.0,-730.0,Normal
84842,HELLO SAILOR BATHROOM SET,14,52.5,13.125,312.85714285714283,Low
84843,WHITE SOAP RACK WITH 2 BOTTLES,171,963.85,240.9625,25.614035087719298,Normal
84845D,,-5,0.0,0.0,-876.0,Normal
84846A,SCENTED CANDLE IN DIGITALIS TIN,57,128.14,32.035,76.84210526315789,Low
84846A,,-8,0.0,0.0,-547.5,Normal
84847,FLORAL BATHROOM SET,21,78.75,19.6875,208.57142857142858,Low
84847,,3,0.0,0.0,1460.0,Low
84849A,HELLO SAILOR BLUE SOAP HOLDER,164,317.3,79.325,26.70731707317073,Normal
84849B,FAIRY SOAP SOAP HOLDER,265,477.14,119.285,16.528301886792455,Normal
84849D,HOT BATHS SOAP HOLDER,472,821.82,205.455,9.279661016949152,Normal
84849D,,21,0.0,0.0,208.57142857142858,Low
84854,GIRLY PINK TOOL SET,5,24.75,6.1875,876.0,Low
84854,,-3,0.0,0.0,-1460.0,Normal
84856L,LARGE TAHITI BEACH BAG,2,17.82,4.455,2190.0,Low
84856L,,-27,0.0,0.0,-162.22222222222223,Normal
